UserId,Department/Region,Output/initiative/programme/project's name??,Related CPO or GLO under P&B 2024-2025,Web link??,Short description?,"Geographical focus (Global, Regional  or National/local)",Specify name of the Region/country,"Type of partnership
(Options: UN interagency initiative; or multistakeholder initiative; or bilateral partnership; or event; or campaign; or challenge)",New or long-standing,Funding source (Options: regular budget or extrabudgetary),"Focus
 (Options: Youth only or Youth is one of the target groups)",year
USR-202506-0040,"Employment Policy, Job Creation and Livelihoods",,,,,,,,,,,2025
USR-202506-0040,"Employment Policy, Job Creation and Livelihoods",,,,,,,,,,,2025
USR-202506-0041,Conditions of Work and Equality,,,,,,,,,,,2025
USR-202506-0041,Conditions of Work and Equality,,,,,,,,,,,2025
USR-202506-0042,Governance and Tripartism,,,,,,,,,,,2025
USR-202506-0042,Governance and Tripartism,,,,,,,,,,,2025
USR-202506-0042,Governance and Tripartism,,,,,,,,,,,2025
USR-202506-0042,Governance and Tripartism,,,,,,,,,,,2025
USR-202506-0042,Governance and Tripartism,,,,,,,,,,,2025
USR-202506-0042,Governance and Tripartism,,,,,,,,,,,2025
USR-202506-0043,Region: Latin America and the Caribbean,,,,,,,,,,,2025
USR-202506-0043,Region: Latin America and the Caribbean,,,,,,,,,,,2025
USR-202506-0043,Region: Latin America and the Caribbean,,,,,,,,,,,2025
USR-202506-0037,"Employment Policy, Job Creation and Livelihoods",This Way to Social Justice Campaign,Enabling Outcome A,https://trello.com/c/i2DmomJB/153-theme-14-youth-employment,Campaign video focussed on Youth Employment,Global,Global,campaign,New,Regular Budget,Youth are one of the target groups,2025
USR-202506-0022,Region: Arab States,This Way to Social Justice Campaign,Enabling Outcome A,https://trello.com/c/0TpqNhzB/69-data-video-english-french-spanish,Campaign video focussed on education and NEETS,Global,Global,campaign,New,Regular Budget,Youth are one of the target groups,2025
USR-202506-0022,Region: Arab States,Global Citizen Festival,,https://vimeo.com/1023227825/f71215d53b?ts=0&share=copy ,DG stage moment and campaign video at the Global Citizen Festival in New York,Global,Global,event,New,Regular Budget,Youth are one of the target groups,2025
USR-202506-0022,Region: Arab States,This Way to Social Justice Campaign,Enabling Outcome A,https://trello.com/b/AZxgFg2L/this-way-to-social-justice,Awareness raising campaign on inequalities and how to tackle them,Global,Global,campaign,New,Regular Budget,Youth are one of the target groups,2025
USR-202506-0022,Region: Arab States,C190 campaign,,https://trello.com/b/ItwD8q9o/ratifyc190-campaign,Campaign on C190 aimed at public audience including youth,Global,Global,campaign,Long-standing,Regular Budget,Youth are one of the target groups,2025
USR-202506-0022,Region: Arab States,Youth employment issue series on Instagram,,"https://www.instagram.com/reel/C-nbDA_My9B/
https://www.instagram.com/reel/C-sdhRPtoPu/
https://www.instagram.com/reel/C-xnBQoCL69/
https://www.instagram.com/reel/C-5caYlpzRM/
https://www.instagram.com/reel/C--fFw7sn0-/
https://www.instagram.com/reel/C_DonC_gBYE/
https://www.instagram.com/reel/C_LeCcMshDn/
https://www.instagram.com/reel/C_QZ-p3I5Y3/
https://www.instagram.com/reel/C_VqIx5AR2Y/",Nine video series on youth employment on Instagram,Global,Global,campaign,New,Regular Budget,Youth are one of the target groups,2025
USR-202506-0022,Region: Arab States,Youth Employment Barometer,,https://www.linkedin.com/feed/update/urn:li:activity:7263189210776403968,Promotion of the barometer on social media channels,Global,Global,campaign,New,Regular Budget,Youth only,2025
USR-202506-0022,Region: Arab States,Summit of the Future section on Youth,,https://www.linkedin.com/feed/update/urn:li:activity:7263189210776403968 ,Promotion of ILO participation in the Summit of the Future youth segment and decent work for refugees events.,Global,Global,UN interagency initiative,,Regular Budget,Youth are one of the target groups,2025
USR-202506-0023,"Employment Policy, Job Creation and Livelihoods",,,,,,,,,,,2025
USR-202506-0023,"Employment Policy, Job Creation and Livelihoods",,,,,,,,,,,2025
USR-202506-0023,"Employment Policy, Job Creation and Livelihoods",,,,,,,,,,,2025
USR-202506-0023,"Employment Policy, Job Creation and Livelihoods",,,,,,,,,,,2025
USR-202506-0023,"Employment Policy, Job Creation and Livelihoods",,,,,,,,,,,2025
USR-202506-0023,"Employment Policy, Job Creation and Livelihoods",,,,,,,,,,,2025
USR-202506-0023,"Employment Policy, Job Creation and Livelihoods",,,,,,,,,,,2025
USR-202506-0023,"Employment Policy, Job Creation and Livelihoods",,,,,,,,,,,2025
USR-202506-0023,"Employment Policy, Job Creation and Livelihoods",,,,,,,,,,,2025
USR-202506-0023,"Employment Policy, Job Creation and Livelihoods",,,,,,,,,,,2025
USR-202506-0023,"Employment Policy, Job Creation and Livelihoods",,,,,,,,,,,2025
USR-202506-0023,"Employment Policy, Job Creation and Livelihoods",,,,,,,,,,,2025
USR-202506-0023,"Employment Policy, Job Creation and Livelihoods",,,,,,,,,,,2025
USR-202506-0023,"Employment Policy, Job Creation and Livelihoods",,,,,,,,,,,2025
USR-202506-0023,"Employment Policy, Job Creation and Livelihoods",Co-chair (2023-2024) of the Technical Working Group on Rural Youth Employment of the Global Donor Platform for Rural Development ,GLO433,https://www.donorplatform.org/thematic-areas/rural-youth-employment/,"Building on previous work and initiatives, the G20 Summit in 2017 saw the launch of the Rural Youth Employment initiative, after a historic vote by governments and heads of states signaled a clear political commitment of the international community to support empowerment of youth in rural areas. The Global Donor Platform responded to this call for action by establishing the Thematic Working Group on Rural Youth Employment in 2018 and is actively engaging with its members in current policy processes like the UN Food Systems Summit which highlighted the crucial role of youth in shaping sustainable food systems of the future.",Global,Global,multistakeholder initiative,Long-standing,Regular Budget,Youth only,2025
USR-202506-0023,"Employment Policy, Job Creation and Livelihoods",,,,,,,,,,,2025
USR-202506-0023,"Employment Policy, Job Creation and Livelihoods",,,,,,,,,,,2025
USR-202506-0023,"Employment Policy, Job Creation and Livelihoods",,,,,,,,,,,2025
USR-202506-0023,"Employment Policy, Job Creation and Livelihoods",,,,,,,,,,,2025
USR-202506-0023,"Employment Policy, Job Creation and Livelihoods",,,,,,,,,,,2025
USR-202506-0023,"Employment Policy, Job Creation and Livelihoods","Regional High-Level Meeting on Young People's Learning, Skilling and Transition to Decent Work",GLO435,https://www.ilo.org/meetings-and-events/second-regional-high-level-meeting-2024-young-peoples-learning-skilling-and,"The meeting, co-organized by the ILO, UNDP, UNICEF, UNESCO and UNFPA, aimed at addressing bottlenecks affecting young people??s transition from learning to earning, with a specific focus on digital and green skills/jobs ?C and particular attention to the challenges facing girls and young women. The meeting enabled an exchange of promising practices, and focused on enabling young people to contribute to solutions and accelerating public-private sector collaboration, with particular emphasis on the equal access and full inclusion of girls and women. --- ILO, UNDP, UNICEF and UNESCO convened the second regional high-level meeting on young people??s learning, skilling, and transition to decent work to address bottlenecks affecting young people??s transition into employment  with a specific focus on digital and green skills/jobs ?C and particular attention to the challenges facing girls and young women. ",Regional,Arab States,event,Long-standing,Regular Budget,Youth only,2025
USR-202506-0023,"Employment Policy, Job Creation and Livelihoods","""Provincial career fairs in Kampong Cham, Battambang and Banteay Meanchey

Projects:
- ILO ProSSCE-ASEAN 
- DEYII 
- Cambodia Team for Education Program Organization
-National Employment Agency 
-People's Action for Inclusive Development (PAFID)""",KHM201,"
- https://www.khmertimeskh.com/501448520/ilo-connects-over-3500-cambodian-youth-with-job-opportunities/

- https://www.ilo.org/resource/news/ilo-helps-over-3600-young-cambodians-find-decent-job-opportunities

- https://www.youtube.com/watch?v=VhoUyOQ2Gochttps://www.youtube.com/watch?v=VhoUyOQ2Goc","Showcasing over 1,700 job opportunities, the provincial career fairs in Kampong Cham, Battambang, and Banteay Meanchey increased access to decent employment opportunities for youth, including young people with disabilities to ensure that no one is left behind.",National/Local,Asia and the Pacific,multistakeholder initiative,Long-standing,extrabudgetary,Youth are one of the target groups,2025
USR-202506-0023,"Employment Policy, Job Creation and Livelihoods",National Career and Productivity Fair 2024,KHM201,Links of advocacy mentions and coverage,"The National Career and Productivity Fair 2024, a longstanding joint initiative between the National Employment Agency, the ILO and partners, returned for the fourteenth year to connect jobseekers in Cambodia, including youth and persons with disabilities, with employment opportunities and address the country's skills mismatch.  ",National/Local,Asia and the Pacific,multistakeholder initiative,Long-standing,extrabudgetary,Youth are one of the target groups,2025
USR-202506-0023,"Employment Policy, Job Creation and Livelihoods",United Nations Interagency Youth Group in Brazil,BRA102,,"Actively contributed to the UN Interagency Youth Group. The ILO has provided inputs and disseminated knowledge on the concepts of decent work and the just transition, as well as on the future of work for youth",National/local,Americas,UN interagency initiative,Long-standing,Regular Budget,Youth only,2025
USR-202506-0023,"Employment Policy, Job Creation and Livelihoods",The Global Initiative on Decent Jobs for Youth,GLO435,www.decentjobsforyouth.org,,Global,Global,multistakeholder initiative,Long-standing,regular budget,Youth are one of the target groups,2025
USR-202506-0023,"Employment Policy, Job Creation and Livelihoods",Empower Youth in the Era of AI?? Thematic Forum on Digital Development of the 2024 World Youth Development Forum,CHN 252,https://www.ilo.org/resource/news/%E2%80%98empower-youth-era-ai%E2%80%99-thematic-forum-digital-development-2024-world-youth,"On 15 August 2024, the Thematic Forum on Digital Development of the 2024 World Youth Development Forum (WYDF) was successfully held in Chongqing, China. The Forum was co-hosted by All-China Youth Federation (ACYF) and the ILO. It gathered over 200 international and national experts and youth leaders to discuss the transformative power of digital development, with special attention to skilling and industrial development in the era of Artificial Intelligence (AI).",Global,Global,event,Long-standing,extrabudgetary,Youth only,2025
USR-202506-0023,"Employment Policy, Job Creation and Livelihoods",Partnership with Hangzhou city Disabled Persons Federation  to promote inclusive employment for people with disabilities and the pratice now extends to Wenzhou city,??,"https://www.ilo.org/projects-and-partnerships/projects/enhancing-rights-based-disability-inclusive-sustainable-development-china
https://www.ilo.org/resource/news/joint-commitment-inclusive-employment-people-disabilities
","Develop the Inclusive Employment Index??a tool designed to guide companies in creating more inclusive workplaces??and establish an Inclusive Employment Company Alliance to share best practices and strengthen policy implementation, promoting inclusive employment for people with disabilities.",National/Local,Asia and the Pacific,multistakeholder initiative,New,extrabudgetary,Youth are one of the target groups,2025
USR-202506-0023,"Employment Policy, Job Creation and Livelihoods",Integrating Career Guidance and Employment Services within Community Development Centers (CDCs) in Akkar and North Lebanon,LBN103,,This program aimed to enhance employability and facilitate the transition of young Lebanese and Syrians into sustainable employment and income-generating opportunities,National/Local,Arab States,bilateral partnership,New,extrabudgetary,Youth only,2025
USR-202506-0023,"Employment Policy, Job Creation and Livelihoods",Implementing JSCs in Jordan,JOR110,,,National/Local,Arab States,bilateral partnership,New,extrabudgetary,Youth only,2025
USR-202506-0023,"Employment Policy, Job Creation and Livelihoods",Promoting Work-based Learning programmes for the host communities and Syrian refugees in Jordan,JOR110,,"Implementing a pilot initiative of WBL programmes to facilitate transition young host community members and refugees to decent employment; and build the institutional capacities of the training providers along with the National Sector Skills?? Councils (NSSC), chambers, and partner enterprises on designing and implementing quality work-based learning programmes.",National/Local,Arab States,bilateral partnership,New,extrabudgetary,Youth only,2025
USR-202506-0023,"Employment Policy, Job Creation and Livelihoods","Inclusive jobs and education for IDPs, refugees and host communities",IRQ126,,"To conduct training sessions on Financial Education (FE), Start Your Business (SYB), Improve Your Business (IYB), and Generate Your Business Idea (GYB). ",National/Local,Arab States,bilateral partnership,New,extrabudgetary,Youth are one of the target groups,2025
USR-202506-0023,"Employment Policy, Job Creation and Livelihoods",Adaption of the ILO Youth Rights at Work Guide and Toolkit for Iraq,IRQ181,,"To adapt the ILO's Youth Rights at Work Guide and raise young people??s awareness, building their skills on rights to/at work",National/Local,Arab States,bilateral partnership,New,extrabudgetary,Youth only,2025
