UserId,Department/Region,Initiative/output's name??,Related CPO or GLO under P&B 2024-2025,Web link??,Short description?,Flagship or periodic (Y/N)?,"Type of publication (Options: Evaluation, or Guidance/tools, or Technical Report, or Working paper, or Data/Database) ",New or Produced regularly,Funding source (Options: regular budget or extrabudgetary),Focus (Options: Youth only or Youth is one of the target groups),year
USR-202506-0023,"Employment Policy, Job Creation and Livelihoods",Malawi-Mozambique Interconnector (November 2024),GLO433,https://www.ilo.org/publications/mozambique-malawi-interconnector-project-malawi,,No,Technical Report,New,extrabudgetary,Youth are one of the target groups,2025
USR-202506-0023,"Employment Policy, Job Creation and Livelihoods","Credit Guarantee Schemes, MSME access to finance and Productivity in Rwanda (July 2024)",GLO434,https://www.ilo.org/publications/credit-guarantee-schemes-msme-access-finance-and-labour-productivity-africa,,No,Technical Report,New,extrabudgetary,Youth are one of the target groups,2025
USR-202506-0023,"Employment Policy, Job Creation and Livelihoods",GMG long-term impacts (August 2024),GLO435,https://www.ilo.org/publications/employment-impact-assessment-productive-use-energy-pue-green-mini-grid-gmg,,No,Technical Report,New,extrabudgetary,Youth are one of the target groups,2025
USR-202506-0023,"Employment Policy, Job Creation and Livelihoods",GMG additional sites (December 2024),GLO436,https://www.ilo.org/publications/employment-impact-assessment-gmg-additional-20,,No,Technical Report,New,extrabudgetary,Youth are one of the target groups,2025
USR-202506-0023,"Employment Policy, Job Creation and Livelihoods",,,,,,,,,,2025
USR-202506-0023,"Employment Policy, Job Creation and Livelihoods",,,,,,,,,,2025
USR-202506-0023,"Employment Policy, Job Creation and Livelihoods",,,,,,,,,,2025
USR-202506-0023,"Employment Policy, Job Creation and Livelihoods",,,,,,,,,,2025
USR-202506-0023,"Employment Policy, Job Creation and Livelihoods",,,,,,,,,,2025
USR-202506-0023,"Employment Policy, Job Creation and Livelihoods",,,,,,,,,,2025
USR-202506-0023,"Employment Policy, Job Creation and Livelihoods",,,,,,,,,,2025
USR-202506-0023,"Employment Policy, Job Creation and Livelihoods",,,,,,,,,,2025
USR-202506-0023,"Employment Policy, Job Creation and Livelihoods",,,,,,,,,,2025
USR-202506-0023,"Employment Policy, Job Creation and Livelihoods",,,,,,,,,,2025
USR-202506-0023,"Employment Policy, Job Creation and Livelihoods",,,,,,,,,,2025
USR-202506-0023,"Employment Policy, Job Creation and Livelihoods",,,,,,,,,,2025
USR-202506-0023,"Employment Policy, Job Creation and Livelihoods",,,,,,,,,,2025
USR-202506-0023,"Employment Policy, Job Creation and Livelihoods",,,,,,,,,,2025
USR-202506-0023,"Employment Policy, Job Creation and Livelihoods",,,,,,,,,,2025
USR-202506-0023,"Employment Policy, Job Creation and Livelihoods",,,,,,,,,,2025
USR-202506-0023,"Employment Policy, Job Creation and Livelihoods",,,,,,,,,,2025
USR-202506-0023,"Employment Policy, Job Creation and Livelihoods",,,,,,,,,,2025
USR-202506-0023,"Employment Policy, Job Creation and Livelihoods",,,,,,,,,,2025
USR-202506-0023,"Employment Policy, Job Creation and Livelihoods",,,,,,,,,,2025
USR-202506-0023,"Employment Policy, Job Creation and Livelihoods",,,,,,,,,,2025
USR-202506-0023,"Employment Policy, Job Creation and Livelihoods",,,,,,,,,,2025
USR-202506-0023,"Employment Policy, Job Creation and Livelihoods","Global Employment Trends for Youth 2024: Decent work, brighter futures",GLO435,https://www.ilo.org/publications/major-publications/global-employment-trends-youth-2024,"This report represents the 20th anniversary publication of the ILO's Global Employment Trends for Youth (hereafter 'GET for Youth'). As an anniversary edition, this GET for Youth looks back on what has been achieved since the dawn of the twenty-first century while also looking ahead to what may lay in store for youth employment in an era characterized by crises and uncertainties.",Yes,Technical Report,Produced regularly,Regular Budget,Youth only,2025
USR-202506-0023,"Employment Policy, Job Creation and Livelihoods",Regional briefs associated to the GET Youth 2024,GLO435,https://www.ilo.org/publications/major-publications/global-employment-trends-youth-2024,"Five regional briefs highlighted latest trends per region: Asia and the Pacific, Americas, Europe and Central Asia, Middle East and North Africa, Sub-Saharan Africa",Yes,Technical Report,Produced regularly,Regular Budget,Youth only,2025
USR-202506-0023,"Employment Policy, Job Creation and Livelihoods",Youth Entrepreneurship Promotion,,https://www.ilo.org/projects-and-partnerships/projects/south-asia-leadership-entrepreneurship-sale-%E2%80%93-sri-lanka ,Promoted youth entrepreneurship through training and mentoring in Sri Lanka,Yes,best practices/lessons learned,New,extrabudgetary,Youth only,2025
USR-202506-0023,"Employment Policy, Job Creation and Livelihoods",Labour migration research,,https://www.ilo.org/sites/default/files/2024-06/Report-Labour%20Market-Migrant%20Workers-SriLanka-2023.pdf,Conducted research on international migration opportunities for youth and skills mapping,No,Working paper,Produced regularly,extrabudgetary,Youth are one of the target groups,2025
USR-202506-0023,"Employment Policy, Job Creation and Livelihoods",Impact of MSMEs,,https://www.ilo.org/publications/impact-multiple-crises-sri-lankas-micro-small-and-medium-sized-enterprises ,Research on the role of MSMEs in providing (youth) employment amidst economic challenges,No,Technical Report,New,extrabudgetary,Youth are one of the target groups,2025
USR-202506-0023,"Employment Policy, Job Creation and Livelihoods",Statistical brief: Sri Lanka's labour market during the economic crisis of 2022-2023,,https://researchrepository.ilo.org/esploro/outputs/encyclopediaEntry/Sri-Lankas-labour-market-during-the/995350718702676/filesAndLinks?index=0,Policy insights and analysis on (youth) migration trends and opportunities,No,Guidance/Tools,Produced regularly,extrabudgetary,Youth are one of the target groups,2025
USR-202506-0023,"Employment Policy, Job Creation and Livelihoods",Northern Province Growth Diagnostic Study,,https://www.ilo.org/projects-and-partnerships/projects/promoting-advancement-vulnerable-persons-and-enterprises-pave-project,"Analysis of key sectors with potential for growth and employment in Sri Lanka's Northern Province. (PAVE, final version not yet published)",No,Technical Report,New,extrabudgetary,Youth are one of the target groups,2025
USR-202506-0023,"Employment Policy, Job Creation and Livelihoods",A study on comparability of TVET systems and qualification between Philippines and Sri Lanka.,LKA102(Output 3.2) ,ILO Colombo,"The aim was  to Compare qualifications between Sri Lanka and the Philippines. This will foster education and training mobility, mutual recognition of qualifications, educational collaboration, fair employment opportunities, and international recognition of educational institutions. By establishing a system of equivalence, both countries can promote academic and professional exchange, facilitate the movement of skilled workers, and enhance the overall quality of education and training",No,Technical Report,New,extrabudgetary,Youth are one of the target groups,2025
USR-202506-0023,"Employment Policy, Job Creation and Livelihoods",Labour migration research,LKA 154,https://www.ilo.org/publications/labour-market-supply-and-demand-sri-lankan-migrant-workers,"The ILO conducted extensive research on migration trends, focusing on (youth) employment opportunities abroad. The research identified high-demand sectors for youth, such as construction, healthcare, and IT, and provided recommendations for aligning local education and skills training with these global job demands. This led to policy recommendations that support youth migration and ease the skills gap in both local and international markets",No,Technical Report,New,extrabudgetary,Youth are one of the target groups,2025
USR-202506-0024,"Employment Policy, Job Creation and Livelihoods",policy brief on NEET,PAK 176,not published,"a brief on challenges and policy priorities, recommendations for policy discourse ",No,Working paper,New,,Youth are one of the target groups,2025
USR-202506-0024,"Employment Policy, Job Creation and Livelihoods",policy brief on Employment outlook in times of austerity,PAK 176,not published,a brief on employment outlook post floods and macro economic analysis and impact on jobs ,No,Working paper,New,,Youth are one of the target groups,2025
USR-202506-0025,Region: Asia and the Pacific,"value chain mapping of textiles, construction and fruits and vegetables","PAK 176
PAK 204",https://www.ilo.org/publications/building-inclusive-markets-afghan-refugees-and-host-communities-pakistan,a mapping study of value chain mapping in three sectors using Approaches to Inclusive Market Systems for Afghan Refugees and Host Communities,No,Technical Report,New,extrabudgetary,Youth are one of the target groups,2025
USR-202506-0025,Region: Asia and the Pacific,"A value chain study conducted covering four sectors (tourism, agro-processing,
ICT, and care work)","BGD102 - Improved national capacity to develop sustainable enterprises for inclusive economic growth, decent jobs and just transition.",Not available yet,"Meant to explore systemic barriers and market-based opportunities re
participation of women, youth and marginalized in these value chains, and guiding design and rollout of interventions and inclusive business models with the private sector and social partners",No,Technical Report,New,extrabudgetary,Youth are one of the target groups,2025
USR-202506-0025,Region: Asia and the Pacific,Rapid market analysis of the seaweed value chain in Cox's Bazar,"BGD102 - Improved national capacity to develop sustainable enterprises for inclusive economic growth, decent jobs and just transition.",https://www.ilo.org/publications/rapid-market-analysis-seaweed-value-chain-cox%E2%80%99s-bazar-bangladesh,"To understand the challenges and opportunities for creating economic opportunities within the seaweed value chain with a focus on youth, women and vulnerable groups.",No,Technical Report,New,extrabudgetary,Youth are one of the target groups,2025
USR-202506-0025,Region: Asia and the Pacific,Rapid market analysis of the salt value chain in Cox's Bazar,"BGD102 - Improved national capacity to develop sustainable enterprises for inclusive economic growth, decent jobs and just transition.",https://www.ilo.org/publications/rapid-market-analysis-salt-value-chain-cox%E2%80%99s-bazar-bangladesh,"To understand the challenges and opportunities for creating economic opportunities within the salt value chain with a focus on youth, women and vulnerable groups.",No,Technical Report,New,extrabudgetary,Youth are one of the target groups,2025
USR-202506-0025,Region: Asia and the Pacific,"Skills demand and supply assessment in the Chattogram-Cox's Bazar region, Bangladesh","BGD101 Policies & programmes to promote full, productive & decent employment operationalised.",https://www.ilo.org/publications/skills-demand-and-supply-assessment-chattogram-coxs-bazar-region-bangladesh,"Two-faceted assessment was conducted that included industry skills demand anticipation and skills supply in the Chattogram?CCox's Bazar region, five priority economic sectors. The study provides strategic recommendations for fostering economic growth, ensuring employability, with an emphasis on youth, and addressing the unique demands of the Chattogram?CCox's Bazar region.",No,Technical Report,New,extrabudgetary,Youth are one of the target groups,2025
